"","C.Acidobacteria.01","Iamia.01","F.Acidimicrobiales.01","Actinomyces.01","F.Actinomycetaceae.01","F.Actinomycetaceae.02","Actinopolyspora.01","Alloscardovia.01","Bifidobacterium.01","Corynebacterium.01","Corynebacterium.02","F.Corynebacteriaceae.01","F.Corynebacteriaceae.02","Mycobacterium.01","Gordonia.01","O.Corynebacteriales.01","Blastococcus.01","F.Sporichthyaceae.01","Quadrisphaera.01","Brachybacterium.01","Yimella.01","Aquipuribacter.01","Janibacter.01","F.Intrasporangiaceae.01","Frigoribacterium.01","Microbacterium.01","Arthrobacter.01","Kocuria.01","Micrococcus.01","Nesterenkonia.01","Rothia.01","Sanguibacter.01","O.Micrococcales.01","Nocardioides.01","Friedmanniella.01","Microlunatus.01","Propionibacterium.01","Propioniciclava.01","F.Propionibacteriaceae.01","F.Propionibacteriaceae.02","Pseudonocardia.01","Streptomyces.01","Nocardiopsis.01","C.Actinobacteria.01","Atopobium.01","Eggerthella.01","Olsenella.01","Slackia.01","F.Coriobacteriaceae.01","O.Gaiellales.01","P.Actinobacteria.01","Porphyromonas.01","Tannerella.01","F.Porphyromonadaceae.01","Alloprevotella.01","Prevotella.01","Prevotella.02","Prevotella.03","Prevotella.04","F.Prevotellaceae.01","RikenellaceaeRC9gutgroup.01","O.Bacteroidales.01","Hymenobacter.01","Nibribacter.01","Pontibacter.01","Salinibacter.01","Bergeyella.01","Capnocytophaga.01","Chryseobacterium.01","Cloacibacterium.01","Flavobacterium.01","F.Flavobacteriaceae.01","F.NS11.12marinegroup.01","Pedobacter.01","F.WCHB1.69.01","P.Bacteroidetes.01","Camelinasativa.01","C.Chloroplast.01","C.Chloroplast.02","Pleurocapsa.01","Deinococcus.01","Bacillus.01","Oceanobacillus.01","Salimicrobium.01","Gemella.01","Exiguobacterium.01","Planococcus.01","Planomicrobium.01","F.Planococcaceae.01","Aliicoccus.01","Jeotgalicoccus.01","Salinicoccus.01","Staphylococcus.01","Planifilum.01","Shimazuella.01","O.Bacillales.01","Abiotrophia.01","Aerosphaera.01","Alloiococcus.01","Atopostipes.01","Carnobacterium.01","Dolosigranulum.01","Granulicatella.01","F.Carnobacteriaceae.01","Enterococcus.01","Lactobacillus.01","Fructobacillus.01","Streptococcus.01","O.Lactobacillales.01","O.RS.F29.01","C.Bacilli.01","Clostridiumsensustricto.01","Proteiniclasticum.01","F.ClostridialesvadinBB60group.01","Anaerococcus.01","Finegoldia.01","Parvimonas.01","Peptoniphilus.01","FamilyXIIIUCG.001.01","Mogibacterium.01","X.Eubacterium.brachygroup.01","X.Eubacterium.nodatumgroup.01","F.FamilyXIII.01","F.FamilyXIII.02","Anaerostipes.01","Blautia.01","Butyrivibrio.01","Catonella.01","Dorea.01","Fusicatenibacter.01","Johnsonella.01","Lachnoanaerobaculum.01","Lachnospira.01","LachnospiraceaeNK4A136group.01","LachnospiraceaeUCG.008.01","Oribacterium.01","Pseudobutyrivibrio.01","Roseburia.01","Stomatobaculum.01","X.Eubacterium.halliigroup.01","X.Eubacterium.ventriosumgroup.01","X.Ruminococcus.gauvreauiigroup.01","F.Lachnospiraceae.01","F.Lachnospiraceae.02","Peptococcus.01","Filifactor.01","Peptoclostridium.01","Peptostreptococcus.01","F.Peptostreptococcaceae.01","Faecalibacterium.01","Ruminiclostridium.01","Ruminococcaceae.01","Ruminococcaceae.02","Ruminococcus.01","Subdoligranulum.01","F.Ruminococcaceae.01","O.Clostridiales.01","F.Thermoanaerobacteraceae.01","Bulleidia.01","ErysipelotrichaceaeUCG.006.01","Solobacterium.01","Phascolarctobacterium.01","Anaerovibrio.01","Centipeda.01","Dialister.01","Megasphaera.01","Selenomonas.01","Selenomonas.02","Veillonella.01","F.Veillonellaceae.01","F.Veillonellaceae.02","P.Firmicutes.01","Fusobacterium.01","Leptotrichia.01","O.Fusobacteriales.01","Brevundimonas.01","Caulobacter.01","Phenylobacterium.01","F.Caulobacteraceae.01","O.OCS116clade.01","Aureimonas.01","Bosea.01","Bradyrhizobium.01","Devosia.01","Methylobacterium.01","Mesorhizobium.01","F.Phyllobacteriaceae.01","Rhizobium.01","O.Rhizobiales.01","Paracocccus.01","Rubellimicrobium.01","Stappia.01","F.Rhodobacteraceae.01","Achromobacter.01","Alcaligenes.01","F.Alcaligenaceae.01","Burkholderia.01","Lautropia.01","Ralstonia.01","F.Burkholderiaceae.01","Acidovorax.01","Comamonas.01","Delftia.01","Hydrogenophaga.01","Ottowia.01","Pelomonas.01","Roseateles.01","Schlegelella.01","Tepidimonas.01","Variovorax.01","F.Comamonadaceae.01","Massilia.01","F.Oxalobacteraceae.01","O.Burkholderiales.01","F.Methylophilaceae.01","Kingella.01","Neisseria.01","F.Neisseriaceae.01","F.Neisseriaceae.02","Propionivibrio.01","C.Betaproteobacteria.01","Bdellovibrio.01","Aeromonas.01","Cardiobacterium.01","Cellvibrio.01","Enterobacter.01","Escherichia.Shigella.01","Proteus.01","F.Enterobacteriaceae.01","Alcanivorax.01","Halomonas.01","O.Oceanospirillales.01","Actinobacillus.01","Aggregatibacter.01","Haemophilus.01","Acinetobacter.01","Alkanindiges.01","Moraxella.01","Psychrobacter.01","Pseudomonas.01","O.Pseudomonadales.01","Lysobacter.01","Silanimonas.01","Stenotrophomonas.01","Thermomonas.01","F.Xanthomonadaceae.01","C.Gammaproteobacteria.01","P.Proteobacteria.01","CandidatusSaccharimonas.01","P.Saccharibacteria.01","Treponema2.01","Fretibacterium.01","Mycoplasma.01","Akkermansia.01","K.Bacteria.01","Unassigned"
"Butyrivibrio.01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589000523090363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604139745235443,0,0.601757884025574,0.506843864917755,0,0,0.530693888664246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607378423213959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.539350152015686,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516634225845337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695641160011292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581379294395447
"Catonella.01",0,0,0,0.536819577217102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511324524879456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595274448394775,0.654651582241058,0,0,0.580455422401428,0,0,0
"Dorea.01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.552544295787811,0,0.530687391757965,0,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663421452045441,0,0,0,0,0,0,0,0,0,0,0,1,1,0.663421452045441,0,0,1,0.663421452045441,0.530687391757965,0,0,1,0,0,1,1,0,1,1,0.663421452045441,0,0,0,0,0.504496991634369,0,0.721110284328461,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663421452045441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Fusicatenibacter.01",0,0,0,0,0,0,0,0,0.663421452045441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721110284328461,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.645264327526093,0,0,0,0,0,0.663421452045441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663421452045441,0,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663421452045441,0.663421452045441,1,0,0,0.663421452045441,1,0,0,0.721110284328461,0.663421452045441,0,0,0.663421452045441,0.663421452045441,0,0.663421452045441,0.663421452045441,1,0,0,0,0,0,0,0,0.663421452045441,0.663421452045441,0,0,0.663421452045441,0.663421452045441,0.663421452045441,0,0,0,0,0,0.663421452045441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70649379491806,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663421452045441,0,0
"Johnsonella.01",0,0,0,0,0,0,0,0,0.530687391757965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573443472385406,0,0,0,0,0,0,0,0,0,0,0,0.530687391757965,0,0,0,0,0,0,0,0,0,0,0.674701571464539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530687391757965,0,0,0,0,0,0,0.70649379491806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530687391757965,0.530687391757965,0,0,0,0.530687391757965,0,1,0,0,0.530687391757965,0,0,0.530687391757965,0.530687391757965,0,0.530687391757965,0.530687391757965,0,0,0,0.534479677677155,0,0.531537592411041,0,0,0.530687391757965,0.530687391757965,0,0.511923670768738,0.530687391757965,0.530687391757965,0.530687391757965,0,0,0,0,0,0.530687391757965,0,0.674701571464539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61837100982666,0.500267684459686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536441087722778,0,0,0,0.513179123401642,0,0,0,0,0,0,0,0,0,0.506347954273224,0,0,0,0,0,0.530687391757965,0,0
"Lachnoanaerobaculum.01",0,0,0,0.524707734584808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.523812770843506,0,0,0,0,0,0,0,0.561257779598236,0,0,0,0,0,0,0.615035057067871,0.762397110462189,0.587798058986664,0.756624221801758,0.729495942592621,0,0.613834619522095,0.591638028621674,0,0,0,0,0,0,0,0.610114634037018,0.531464219093323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553342819213867,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.577873706817627,0.511432647705078,0,0,0.564104557037354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572607457637787,0.612089097499847,0.72933429479599,0.74813449382782,0,0,0.553777694702148,0.564675152301788,0.65216726064682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.569514632225037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583164811134338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497074604034424,0.606715977191925,0.505912303924561,0.695203542709351,0,0,0,0.496190994977951,0
"Lachnospira.01",0,0,0,0,0,0.504496991634369,0,0,0,0,0,0,0,0,0,0,0,0,0.552544295787811,0,0,0,1,1,0,0,0,0,0,0,0,0,0.552544295787811,0,0,0,0,0.721110284328461,0,0,0,0.600591659545898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.552544295787811,0,0,0,0.530687391757965,0,0,0.721110284328461,0,0,0.600591659545898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721110284328461,0,0,0,0.721110284328461,0,0,1,0,0,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663421452045441,0,0,0,0,0,0.530687391757965,1,0.530687391757965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LachnospiraceaeNK4A136group.01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.552544295787811,0,0.530687391757965,0,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663421452045441,0,0,0,0,0,0,0,0,0,0,0,1,1,0.663421452045441,0,0,1,0.663421452045441,0.530687391757965,0,0,1,0,0,1,1,0,1,1,0.663421452045441,0,0,0,0,0.504496991634369,0,0.721110284328461,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663421452045441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"LachnospiraceaeUCG.008.01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530687391757965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530687391757965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530687391757965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oribacterium.01",0,0,0,0.60023421049118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.536592364311218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543465197086334,0,0,0.670774817466736,0.656072914600372,0,0.687264084815979,0.703386783599854,0,0,0.599038600921631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.716146469116211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612121224403381,0,0,0,0,0.497491300106049,0,0,0,0,0,0,0,0,0.637127816677094,0,0,0.616306722164154,0,0.507858514785767,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.543122887611389,0,0,0,0,0,0,0,0,0.732401251792908,0,0,0,0,0,0,0,0,0,0,0.587184846401215,0,0.6800457239151,0,0,0,0,0.497364819049835,0.498908758163452,0,0.638877153396606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615387141704559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584595561027527,0,0.573618531227112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61227947473526,0,0,0,0,0,0,0
"Pseudobutyrivibrio.01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.552544295787811,0,0.530687391757965,0,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663421452045441,0,0,0,0,0,0,0,0,0,0,0,1,1,0.663421452045441,0,0,1,0.663421452045441,0.530687391757965,0,0,1,0,0,1,1,0,1,1,0.663421452045441,0,0,0,0,0.504496991634369,0,0.721110284328461,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663421452045441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Roseburia.01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.552544295787811,0,0.530687391757965,0,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663421452045441,0,0,0,0,0,0,0,0,0,0,0,1,1,0.663421452045441,0,0,1,0.663421452045441,0.530687391757965,0,0,1,0,0,1,1,0,1,1,0.663421452045441,0,0,0,0,0.504496991634369,0,0.721110284328461,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663421452045441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Stomatobaculum.01",0,0,0,0.576252281665802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645818829536438,0,0,0,0,0,0,0,0,0,0.602756083011627,0.561215937137604,0,0.588860630989075,0.515164971351624,0.553371250629425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550606191158295,0,0,0,0,0,0,0,0,0,0.589353382587433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727315962314606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689103960990906,0,0,0.824561417102814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543122887611389,0,0,1,0,0,0,0,0,0,0,0,0.545171976089478,0,0,0,0,0,0,0,0,0,0,0,0.587157070636749,0.715045034885406,0,0,0,0.567586541175842,0.645968198776245,0.530596613883972,0.628647446632385,0.566670358181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534178733825684,0,0,0,0,0,0.55613899230957,0
"X.Eubacterium.halliigroup.01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.552544295787811,0,0.530687391757965,0,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663421452045441,0,0,0,0,0,0,0,0,0,0,0,1,1,0.663421452045441,0,0,1,0.663421452045441,0.530687391757965,0,0,1,0,0,1,1,0,1,1,0.663421452045441,0,0,0,0,0.504496991634369,0,0.721110284328461,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663421452045441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"X.Eubacterium.ventriosumgroup.01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.552544295787811,0,0.530687391757965,0,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663421452045441,0,0,0,0,0,0,0,0,0,0,0,1,1,0.663421452045441,0,0,1,0.663421452045441,0.530687391757965,0,0,1,0,0,1,1,0,1,1,0.663421452045441,0,0,0,0,0.504496991634369,0,0.721110284328461,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663421452045441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"X.Ruminococcus.gauvreauiigroup.01",0,0,0,0,0,0,0,0,0.663421452045441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721110284328461,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.645264327526093,0,0,0,0,0,0.663421452045441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663421452045441,0,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663421452045441,0.663421452045441,1,0,0,0.663421452045441,1,0,0,0.721110284328461,0.663421452045441,0,0,0.663421452045441,0.663421452045441,0,0.663421452045441,0.663421452045441,1,0,0,0,0,0,0,0,0.663421452045441,0.663421452045441,0,0,0.663421452045441,0.663421452045441,0.663421452045441,0,0,0,0,0,0.663421452045441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70649379491806,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663421452045441,0,0
"F.Lachnospiraceae.01",0,0,0,0,0.684857845306396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571894288063049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522103369235992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528120398521423,0,0,0.575900554656982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544357895851135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522223711013794,0,0,0,0.575900554656982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
